0	0
1	1
2	0
3	0
4	0
5	0
6	1
7	1
8	0
9	1
10	0
11	1
12	1
13	0
14	1
15	1
16	0
17	1
18	0
19	1
20	1
21	0
22	1
23	1
24	1
25	0
26	0
27	1
28	1
29	1
30	0
31	1
32	1
33	1
34	0
35	1
36	0
37	1
38	1
39	0
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	0
53	1
54	0
55	1
56	1
57	0
58	0
59	1
60	0
61	1
62	1
63	1
64	1
65	1
66	1
67	1
68	1
69	1
70	1
71	0
72	1
73	1
74	1
75	0
76	0
77	1
78	1
79	1
80	1
81	0
82	1
83	0
84	0
85	1
86	0
87	0
88	0
89	1
90	1
91	1
92	1
93	1
94	1
95	0
96	1
97	1
98	1
99	1
100	0
101	1
102	1
103	0
104	1
105	0
106	0
107	1
108	0
109	0
110	1
111	0
112	1
113	0
114	0
115	1
116	0
117	1
118	1
119	1
120	1
121	0
122	0
123	0
124	1
125	1
126	0
127	0
128	1
129	0
130	0
131	1
132	1
133	0
134	1
135	0
136	1
137	0
138	1
139	1
140	0
141	1
142	0
143	1
144	0
145	0
146	0
147	1
148	1
149	1
150	1
151	0
152	0
153	1
154	1
155	0
156	1
157	1
158	0
159	1
160	1
161	1
162	0
163	0
164	1
165	1
166	1
167	1
168	1
169	0
170	0
171	0
172	1
173	0
174	1
175	1
176	1
177	1
178	0
179	1
180	1
181	0
182	0
183	0
184	1
185	0
186	1
187	0
188	1
189	1
190	1
191	1
192	0
193	1
194	1
195	1
196	1
197	0
198	1
199	1
200	1
201	1
202	1
203	1
204	0
205	1
206	0
207	0
208	1
209	0
210	1
211	0
212	0
213	0
214	1
215	1
216	1
217	1
218	0
219	0
220	1
221	0
222	0
223	1
224	1
225	0
226	0
227	0
228	0
229	1
230	0
231	0
232	1
233	0
234	1
235	0
236	0
237	1
238	0
239	1
240	0
241	1
242	0
243	1
244	1
245	1
246	0
247	1
248	1
249	1
250	1
251	0
252	0
253	0
254	1
255	0
256	0
257	0
258	0
259	0
260	1
261	1
262	1
263	1
264	1
265	1
266	1
267	1
268	0
269	1
270	1
271	1
272	0
273	1
274	1
275	1
276	1
277	1
278	1
279	0
280	0
281	0
282	0
283	1
284	0
285	0
286	1
287	1
288	0
289	1
290	1
291	0
292	0
293	0
294	1
295	1
296	1
297	1
298	1
299	0
300	0
301	1
302	0
303	0
304	1
305	0
306	0
307	0
308	1
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	1
323	0
324	0
325	1
326	1
327	0
328	1
329	1
330	0
331	0
332	0
333	0
334	1
335	1
336	1
337	1
338	1
339	0
340	0
341	1
342	0
343	0
344	0
345	1
346	0
347	1
348	1
349	0
350	0
351	1
352	1
353	0
354	0
355	0
356	0
357	0
358	1
359	0
360	1
361	0
362	1
363	0
364	1
365	0
366	0
367	0
368	0
369	0
370	1
371	1
372	0
373	1
374	1
375	1
376	0
377	1
378	1
379	0
380	0
381	0
382	0
383	0
384	0
385	1
386	0
387	1
388	0
389	0
390	1
391	0
392	1
393	1
394	0
395	1
396	1
397	1
398	0
399	1
400	1
401	0
402	1
403	1
404	1
405	1
406	1
407	1
408	1
409	1
410	0
411	0
412	0
413	1
414	1
415	0
416	1
417	0
418	1
419	1
420	1
421	1
422	1
423	0
424	0
425	0
426	1
427	0
428	0
429	1
430	0
431	0
432	0
433	0
434	0
435	1
436	1
437	1
438	0
439	1
440	0
441	1
442	1
443	1
444	0
445	0
446	1
447	1
448	0
449	0
450	1
451	1
