0	1
1	1
2	1
3	0
4	1
5	1
6	0
7	0
8	0
9	1
10	1
11	0
12	1
13	1
14	0
15	0
16	1
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	1
26	1
27	1
28	1
29	1
30	1
31	0
32	0
33	0
34	1
35	0
36	0
37	1
38	0
39	1
40	0
41	0
42	0
43	0
44	0
45	1
46	1
47	0
48	1
49	0
50	0
51	0
52	1
53	1
54	1
55	1
56	0
57	0
58	1
59	0
60	1
61	1
62	0
63	0
64	0
65	0
66	1
67	0
68	1
69	0
70	1
71	1
72	0
73	0
74	0
75	1
76	1
77	1
78	0
79	0
80	0
81	0
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	0
91	1
92	0
93	1
94	1
95	0
96	1
97	0
98	0
99	0
100	1
101	0
102	0
103	0
104	1
105	1
106	1
107	0
108	1
109	0
110	0
111	0
112	0
113	0
114	1
115	0
116	1
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	1
128	0
129	0
130	0
131	0
132	0
133	0
134	1
135	0
136	0
137	1
138	0
139	0
140	0
141	1
142	0
143	0
144	1
145	1
146	1
147	0
148	0
149	1
150	0
151	0
152	0
153	1
154	1
155	0
156	0
157	1
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	1
169	1
170	0
171	0
172	0
173	1
174	1
175	1
176	0
177	0
178	0
179	1
180	0
181	1
182	0
183	1
184	1
185	1
186	1
187	1
188	1
189	1
190	0
191	0
192	1
193	1
194	0
195	0
196	0
197	1
198	1
199	0
200	1
201	0
202	0
203	0
204	1
205	0
206	0
207	1
208	0
209	1
210	1
211	0
212	1
213	1
214	1
215	0
216	1
217	1
218	1
219	1
220	0
221	0
222	1
223	0
224	1
225	1
226	0
227	1
228	0
229	0
230	0
231	1
232	0
233	0
234	0
235	1
236	0
237	1
238	0
239	0
240	0
241	0
242	0
243	1
244	0
245	1
246	0
247	0
248	1
249	0
250	1
251	1
252	1
253	1
254	0
255	0
256	1
257	1
258	1
259	1
260	0
261	1
262	0
263	0
264	0
265	0
266	1
267	0
268	0
269	0
270	0
271	0
272	1
273	0
274	0
275	1
276	0
277	1
278	1
279	0
280	0
281	0
282	0
283	1
284	1
285	1
286	0
287	0
288	0
289	0
290	0
291	1
292	0
293	1
294	1
295	1
296	1
297	1
298	1
299	0
300	1
301	0
302	1
303	1
304	1
305	0
306	1
307	1
308	1
309	1
310	0
311	0
312	1
313	1
314	0
315	0
316	1
317	0
318	0
319	1
320	1
321	0
322	1
323	1
324	1
325	0
326	1
327	1
328	0
329	1
330	0
331	0
332	1
333	0
334	1
335	0
336	1
337	0
338	0
339	0
340	1
341	1
342	0
343	1
344	1
345	0
346	1
347	0
348	1
349	0
350	0
351	1
352	0
353	1
354	1
355	0
356	1
357	1
358	1
359	1
360	1
361	1
362	1
363	1
364	1
365	0
366	1
367	1
368	1
369	0
370	1
371	0
372	1
373	0
374	1
375	1
376	1
377	0
378	0
379	1
380	1
381	1
382	0
383	0
384	1
385	0
386	1
387	1
388	1
389	0
390	0
391	0
392	0
393	0
394	0
395	1
396	0
397	1
398	1
399	0
400	1
401	1
402	0
403	1
404	0
405	0
406	0
407	0
408	0
409	1
410	1
411	1
412	1
413	0
414	0
415	0
416	0
417	1
418	0
419	0
420	1
421	0
422	0
423	0
424	1
425	0
426	0
427	1
428	0
429	1
430	1
431	1
432	1
433	1
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	1
444	0
445	0
446	0
447	0
448	1
449	1
450	0
451	0
