	1	2	3	4	5	6	7	8	9	10	11	12
0	-0.07854	-0.48246000000000006	0.45468000000000003	-0.57009	-0.31685	0.22393000000000002	-1.37639	0.58331	-2.78793	-0.00665	0.88113	1.2247
1	-0.9519700000000001	0.48246000000000006	-0.6111300000000001	-0.57009	-1.1070200000000001	1.37297	-2.03972	0.8830899999999999	-0.01729	-1.13788	-0.21711999999999998	0.40148
2	-0.07854	0.48246000000000006	-0.6111300000000001	-0.57009	-0.31685	0.52135	1.9388599999999998	1.43533	-0.30172	0.9394899999999999	-0.71126	1.2247
3	1.09449	-0.48246000000000006	1.16365	0.9608200000000001	-0.31685	-1.32828	1.2861	-0.17779	0.59042	1.81175	-2.55524	-1.18084
4	1.09449	-0.48246000000000006	1.16365	0.9608200000000001	-0.31685	-0.92104	-0.30033000000000004	-1.1190200000000001	0.59042	1.6308799999999999	-0.21711999999999998	-0.52593
5	0.49788000000000004	0.48246000000000006	0.45468000000000003	0.9608200000000001	-0.31685	0.41667	-0.43998999999999994	-0.31776	-1.6209	1.6308799999999999	-0.21711999999999998	-0.8463700000000001
6	-0.07854	-0.48246000000000006	0.45468000000000003	-0.57009	-0.31685	0.9109299999999999	-0.80615	1.0623799999999999	-0.45321000000000006	1.1340700000000001	0.88113	1.92173
7	-0.07854	0.48246000000000006	0.45468000000000003	-0.28519	-0.31685	-1.05308	0.9624799999999999	1.8851099999999998	1.81866	1.3061200000000002	-0.71126	0.07987000000000001
8	1.09449	0.48246000000000006	-1.7379	0.9608200000000001	-0.31685	-0.46725	0.32197	-1.55521	1.11406	-0.78155	-1.37983	-0.8463700000000001
9	-0.9519700000000001	-0.48246000000000006	-0.6111300000000001	-0.09765	-0.31685	-1.1943	-1.09207	-0.8473200000000001	0.28783000000000003	0.25953000000000004	-1.37983	-0.52593
10	1.82213	0.48246000000000006	0.45468000000000003	0.9608200000000001	-0.31685	-0.34799	0.47617	-0.71727	-0.91699	-0.52745	-0.71126	-0.8463700000000001
11	0.49788000000000004	0.48246000000000006	-0.059210000000000006	-0.57009	-0.31685	-0.051879999999999996	-0.80615	-0.019280000000000002	0.59042	0.25953000000000004	-1.37983	-2.07848
12	-0.9519700000000001	0.48246000000000006	0.45468000000000003	-0.28519	-0.31685	-0.79151	-1.09207	1.8851099999999998	0.28783000000000003	3.00537	-0.21711999999999998	1.2247
13	-0.9519700000000001	-0.48246000000000006	0.45468000000000003	-0.57009	-0.31685	0.52135	-0.9477899999999999	0.14143	0.7609600000000001	-0.65253	-0.21711999999999998	1.2247
